acticity_id,practice_id,description,capability_lvl
1137,"""DSS05.05""","""Require visitors to be escorted at all times while on-site.""",2
1138,"""DSS05.05""","""Restrict and monitor access to sensitive IT sites by establishing perimeter restrictions, such as fences, walls and security devices on interior and exterior doors.""",2
1139,"""DSS05.06""","""Establish procedures to govern the receipt, use, removal and disposal of sensitive documents and output devices into, within, and outside of the enterprise.""",2
1140,"""DSS05.06""","""Ensure cryptographic controls are in place to protect sensitive electronically stored information.""",2
1141,"""DSS05.07""","""Continually use a portfolio of supported technologies, services and assets (e.g., vulnerability scanners, fuzzers and sniffers, protocol analyzers) to identify information security vulnerabilities.""",2
1142,"""DSS05.07""","""Define and communicate risk scenarios, so they can be easily recognized, and the likelihood and impact understood.""",2
1143,"""DSS05.07""","""Regularly review the event logs for potential incidents.""",2
1144,"""DSS05.07""","""Ensure that security--related incident tickets are created in a timely manner when monitoring identifies potential incidents.""",2
1145,"""DSS05.01""","""Communicate malicious software awareness and enforce prevention procedures and responsibilities. Conduct periodic training about malware in email and Internet usage. Train users to not open, but report, suspicious emails and to not install shared or unapproved software.""",3
1146,"""DSS05.01""","""Distribute all protection software centrally (version and patch-level) using centralized configuration and IT change management.""",3
1147,"""DSS05.02""","""Encrypt information in transit according to its classification.""",3
1148,"""DSS05.02""","""Based on risk assessments and business requirements, establish and maintain a policy for security of connectivity.""",3
1149,"""DSS05.02""","""Establish trusted mechanisms to support the secure transmission and receipt of information.""",3
1150,"""DSS05.03""","""Encrypt information in storage according to its classification.""",3
1151,"""DSS05.04""","""Administer all changes to access rights (creation, modifications and deletions) in a timely manner based only on approved and documented transactions authorized by designated management individuals.""",3
1152,"""DSS05.04""","""Segregate, reduce to the minimum number necessary and actively manage privileged user accounts. Ensure monitoring on all activity on these accounts.""",3
1153,"""DSS05.04""","""Uniquely identify all information processing activities by functional roles. Coordinate with business units to ensure that all roles are consistently defined, including roles that are defined by the business itself within business process applications.""",3
1154,"""DSS05.04""","""Authenticate all access to information assets based on the individual’s role or business rules. Coordinate with business units that manage authentication within applications used in business processes to ensure that authentication controls have been properly administered.""",3
1155,"""DSS05.04""","""Ensure that all users (internal, external and temporary) and their activity on IT systems (business application, IT infrastructure, system operations, development and maintenance) are uniquely identifiable.""",3
